epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,139.198,1.05604,2.57465,1.37773,0.00564,0.99275,0.44076,0.2735,0.70592,2.79535,1.13397,0.0001,0.0001,0.0001
